filename,label,x,y,color,participant
20487_left,HE,226,259,blue,annotator_1
20487_left,EX,340,286,green,annotator_1
17415_right,EX,372,270,green,annotator_1
17415_right,EX,384,279,green,annotator_1
17415_right,EX,390,285,green,annotator_1
17415_right,EX,407,293,green,annotator_1
17415_right,EX,251,278,green,annotator_1
17415_right,HE,261,451,blue,annotator_1
17415_right,HE,378,371,blue,annotator_1
17415_right,HE,430,269,blue,annotator_1
17415_right,HE,423,293,blue,annotator_1
17415_right,HE,373,340,blue,annotator_1
17415_right,HE,371,357,blue,annotator_1
17415_right,MA,306,366,red,annotator_1
17415_right,EX,350,271,green,annotator_1
17415_right,EX,360,258,green,annotator_1
17415_right,EX,340,228,green,annotator_1
17415_right,HE,354,211,blue,annotator_1
17315_right,EX,337,236,green,annotator_1
16793_right,HE,357,198,blue,annotator_1
16793_right,HE,396,271,blue,annotator_1
16793_right,HE,347,254,blue,annotator_1
16793_right,HE,350,294,blue,annotator_1
16793_right,HE,301,358,blue,annotator_1
16793_right,HE,429,213,blue,annotator_1
16793_right,HE,377,132,blue,annotator_1
16793_right,HE,426,178,blue,annotator_1
16793_right,HE,342,156,blue,annotator_1
16793_right,HE,472,197,blue,annotator_1
16793_right,MA,393,304,red,annotator_1
16793_right,MA,387,266,red,annotator_1
16793_right,MA,313,314,red,annotator_1
16793_right,HE,291,380,blue,annotator_1
16793_right,EX,303,371,green,annotator_1
16793_right,MA,331,280,red,annotator_1
16793_right,MA,358,304,red,annotator_1
16793_right,MA,327,200,red,annotator_1
16793_right,MA,392,198,red,annotator_1
16793_right,MA,412,103,red,annotator_1
16793_right,MA,437,360,red,annotator_1
16793_right,HE,359,437,blue,annotator_1
16793_right,HE,240,417,blue,annotator_1
16793_right,HE,325,264,blue,annotator_1
16793_right,HE,383,99,blue,annotator_1
16793_right,HE,412,231,blue,annotator_1
16793_right,HE,414,250,blue,annotator_1
16793_right,HE,435,253,blue,annotator_1
16793_right,HE,419,214,blue,annotator_1
16793_right,HE,477,219,blue,annotator_1
16793_right,HE,145,320,blue,annotator_1
16793_right,HE,146,243,blue,annotator_1
13764_right,HE,456,354,blue,annotator_1
12846_right,EX,42,278,green,annotator_1
12846_right,EX,81,266,green,annotator_1
12846_right,EX,19,275,green,annotator_1
12846_right,EX,89,157,green,annotator_1
12846_right,EX,259,294,green,annotator_1
12846_right,EX,231,277,green,annotator_1
12846_right,EX,206,273,green,annotator_1
12846_right,EX,266,227,green,annotator_1
11379_left,EX,167,284,green,annotator_1
11379_left,EX,148,360,green,annotator_1
11379_left,EX,441,203,green,annotator_1
11379_left,EX,447,182,green,annotator_1
11379_left,EX,395,131,green,annotator_1
11379_left,MA,425,135,red,annotator_1
9432_right,MA,217,200,red,annotator_2
7912_left,HE,253,43,blue,annotator_2
5408_left,EX,483,255,green,annotator_2
5408_left,EX,463,270,green,annotator_2
5408_left,EX,104,362,green,annotator_2
5408_left,EX,118,350,green,annotator_2
5408_left,EX,108,336,green,annotator_2
5408_left,EX,118,333,green,annotator_2
5408_left,EX,135,91,green,annotator_2
5408_left,EX,150,99,green,annotator_2
5408_left,EX,165,101,green,annotator_2
5408_left,EX,193,58,green,annotator_2
5408_left,EX,197,73,green,annotator_2
5408_left,EX,196,84,green,annotator_2
5408_left,HE,242,370,blue,annotator_2
5408_left,HE,254,366,blue,annotator_2
5408_left,HE,36,359,blue,annotator_2
5408_left,MA,40,340,red,annotator_2
5408_left,HE,481,273,blue,annotator_2
5408_left,HE,493,275,blue,annotator_2
5408_left,EX,481,296,green,annotator_2
5408_left,HE,463,308,blue,annotator_2
5408_left,HE,153,62,blue,annotator_2
5408_left,HE,167,62,blue,annotator_2
5408_left,HE,177,75,blue,annotator_2
5408_left,EX,163,74,green,annotator_2
5408_left,SE,411,374,yellow,annotator_2
5408_left,HE,426,395,blue,annotator_2
5408_left,MA,163,265,red,annotator_2
5408_left,MA,116,150,red,annotator_2
5162_left,MA,438,235,red,annotator_2
5162_left,HE,457,250,blue,annotator_2
5162_left,EX,438,255,green,annotator_2
5162_left,HE,410,135,blue,annotator_2
5162_left,MA,443,125,red,annotator_2
5162_left,EX,453,105,green,annotator_2
5162_left,EX,462,122,green,annotator_2
5162_left,EX,210,70,green,annotator_2
5162_left,EX,200,55,green,annotator_2
5162_left,EX,227,65,green,annotator_2
5162_left,MA,187,48,red,annotator_2
5162_left,MA,315,370,red,annotator_2
5162_left,MA,325,379,red,annotator_2
5162_left,HE,461,332,blue,annotator_2
5047_left,MA,413,278,red,annotator_2
41744_left,HE,303,250,blue,annotator_2
41744_left,MA,344,312,red,annotator_2
41744_left,EX,287,262,green,annotator_2
39842_left,HE,279,70,blue,annotator_2
39842_left,HE,240,157,blue,annotator_2
39842_left,MA,217,175,red,annotator_2
39842_left,MA,158,181,red,annotator_2
39842_left,MA,158,115,red,annotator_2
39842_left,EX,100,136,green,annotator_2
39842_left,EX,103,146,green,annotator_2
39842_left,EX,138,164,green,annotator_2
39842_left,HE,64,245,blue,annotator_2
39842_left,HE,68,255,blue,annotator_2
39842_left,MA,88,166,red,annotator_2
39842_left,MA,68,420,red,annotator_2
39842_left,MA,132,380,red,annotator_2
39842_left,MA,23,293,red,annotator_2
39221_right,HE,430,109,blue,annotator_2
39221_right,SE,347,431,yellow,annotator_2
31948_right,SE,211,99,yellow,annotator_2
31948_right,EX,295,297,green,annotator_2
31948_right,EX,314,293,green,annotator_2
31948_right,EX,308,306,green,annotator_2
31948_right,EX,331,294,green,annotator_2
31948_right,EX,327,306,green,annotator_2
30884_right,EX,258,138,green,annotator_2
30884_right,EX,246,110,green,annotator_2
30884_right,EX,16,299,green,annotator_2
30884_right,EX,33,299,green,annotator_2
30884_right,EX,50,310,green,annotator_2
30884_right,EX,57,296,green,annotator_2
30221_right,SE,414,127,yellow,annotator_2
30221_right,SE,259,241,yellow,annotator_2
30221_right,SE,280,260,yellow,annotator_2
30221_right,SE,270,327,yellow,annotator_2
30221_right,SE,398,347,yellow,annotator_2
30221_right,SE,379,373,yellow,annotator_2
30221_right,SE,365,358,yellow,annotator_2
30221_right,EX,236,278,green,annotator_2
30221_right,EX,249,275,green,annotator_2
30221_right,EX,254,283,green,annotator_2
286_right,HE,433,316,blue,annotator_2
286_right,MA,463,346,red,annotator_2
286_right,MA,451,365,red,annotator_2
286_right,MA,153,343,red,annotator_2
286_right,HE,261,54,blue,annotator_2
286_right,HE,261,66,blue,annotator_2
286_right,MA,263,35,red,annotator_2
286_right,MA,294,63,red,annotator_2
286_right,HE,298,206,blue,annotator_2
286_right,MA,218,405,red,annotator_2
286_right,MA,363,380,red,annotator_2
286_right,HE,392,390,blue,annotator_2
286_right,EX,184,262,green,annotator_2
286_right,SE,209,225,yellow,annotator_2
286_right,SE,232,182,yellow,annotator_2
27168_right,HE,246,234,blue,annotator_2
27168_right,EX,272,481,green,annotator_2
27168_right,EX,283,472,green,annotator_2
27168_right,EX,298,469,green,annotator_2
27168_right,EX,297,477,green,annotator_2
27168_right,EX,160,355,green,annotator_2
27168_right,MA,186,315,red,annotator_2
26841_right,MA,72,160,red,annotator_2
26841_right,MA,435,105,red,annotator_2
26841_right,MA,188,225,red,annotator_2
26841_right,MA,123,235,red,annotator_2
26841_right,HE,150,351,blue,annotator_2
26702_right,EX,348,239,green,annotator_2
26702_right,EX,324,221,green,annotator_2
26702_right,EX,326,231,green,annotator_2
26702_right,EX,336,241,green,annotator_2
26098_right,HE,385,187,blue,annotator_2
26098_right,HE,28,180,blue,annotator_2
26098_right,HE,198,84,blue,annotator_2
26098_right,HE,33,216,blue,annotator_2
26098_right,HE,43,220,blue,annotator_2
26098_right,MA,127,130,red,annotator_2
26098_right,MA,465,253,red,annotator_2
26098_right,MA,475,260,red,annotator_2
26098_right,MA,408,133,red,annotator_2
26098_right,MA,358,333,red,annotator_2
26098_right,MA,345,333,red,annotator_2
26098_right,MA,345,347,red,annotator_2
26098_right,MA,386,319,red,annotator_2
26098_right,MA,367,369,red,annotator_2
26098_right,MA,256,431,red,annotator_2
26098_right,MA,206,405,red,annotator_2
26098_right,MA,205,429,red,annotator_2
26098_right,MA,184,408,red,annotator_2
26098_right,MA,145,344,red,annotator_2
26098_right,MA,49,309,red,annotator_2
26098_right,MA,53,339,red,annotator_2
26098_right,EX,14,232,green,annotator_2
26098_right,EX,17,220,green,annotator_2
26098_right,EX,29,202,green,annotator_2
26098_right,EX,40,201,green,annotator_2
26098_right,EX,46,207,green,annotator_2
26098_right,EX,92,100,green,annotator_2
26098_right,EX,88,90,green,annotator_2
26098_right,EX,103,90,green,annotator_2
26098_right,MA,303,380,red,annotator_2
22776_right,HE,198,143,blue,annotator_2
22776_right,HE,313,240,blue,annotator_2
22550_right,HE,99,239,blue,annotator_2
22550_right,EX,194,145,green,annotator_2
22550_right,EX,189,157,green,annotator_2
22550_right,EX,198,170,green,annotator_2
22550_right,EX,200,160,green,annotator_2
22550_right,SE,287,138,yellow,annotator_2
22550_right,SE,290,401,yellow,annotator_2
22550_right,EX,189,246,green,annotator_2
22550_right,EX,178,245,green,annotator_2
22550_right,EX,166,261,green,annotator_2
22550_right,EX,165,276,green,annotator_2
22550_right,EX,202,266,green,annotator_2
22550_right,HE,341,317,blue,annotator_2
22550_right,HE,354,303,blue,annotator_2
22492_right,HE,392,388,blue,annotator_2
22492_right,HE,378,392,blue,annotator_2
22492_right,HE,385,401,blue,annotator_2
22492_right,HE,375,412,blue,annotator_2
22492_right,EX,145,415,green,annotator_2
22492_right,HE,338,27,blue,annotator_2
22492_right,EX,183,280,green,annotator_2
22101_right,EX,234,299,green,annotator_2
22101_right,EX,245,312,green,annotator_2
22101_right,EX,266,299,green,annotator_2
22101_right,EX,298,296,green,annotator_2
22101_right,EX,314,272,green,annotator_2
20589_right,HE,282,122,blue,annotator_2
20589_right,MA,133,153,red,annotator_2
20589_right,MA,100,122,red,annotator_2
20589_right,MA,82,137,red,annotator_2
20589_right,MA,72,111,red,annotator_2
20589_right,SE,330,432,yellow,annotator_2
20589_right,EX,338,387,green,annotator_2
20589_right,EX,346,401,green,annotator_2
20589_right,EX,315,416,green,annotator_2
20589_right,EX,298,382,green,annotator_2
20589_right,EX,304,269,green,annotator_2
20589_right,EX,313,258,green,annotator_2
20589_right,MA,428,102,red,annotator_2
20589_right,MA,449,115,red,annotator_2
20589_right,HE,318,135,blue,annotator_2
19024_left,EX,419,383,green,annotator_2
19024_left,EX,333,243,green,annotator_2
19024_left,EX,321,242,green,annotator_2
19024_left,EX,293,185,green,annotator_2
19024_left,EX,293,166,green,annotator_2
19024_left,HE,478,213,blue,annotator_2
1835_right,EX,355,275,green,annotator_2
18238_left,EX,444,237,green,annotator_2
18238_left,EX,252,267,green,annotator_2
18238_left,EX,246,280,green,annotator_2
18238_left,EX,300,229,green,annotator_2
18238_left,EX,363,206,green,annotator_2
18238_left,EX,459,183,green,annotator_2
18238_left,EX,431,200,green,annotator_2
18238_left,EX,429,175,green,annotator_2
18238_left,EX,407,248,green,annotator_2
18238_left,EX,437,299,green,annotator_2
18238_left,SE,268,208,yellow,annotator_2
18238_left,HE,245,51,blue,annotator_2
18238_left,HE,194,55,blue,annotator_2
18238_left,HE,263,430,blue,annotator_2
18238_left,HE,179,396,blue,annotator_2
18238_left,EX,280,272,green,annotator_2
18238_left,EX,213,102,green,annotator_2
18238_left,EX,218,112,green,annotator_2
18238_left,EX,173,85,green,annotator_2
18238_left,EX,293,25,green,annotator_2
18238_left,MA,281,52,red,annotator_2
18238_left,MA,275,29,red,annotator_2
18238_left,MA,333,26,red,annotator_2
18238_left,MA,462,169,red,annotator_2
88_right,EX,383,151,green,annotator_2
88_right,EX,399,175,green,annotator_2
88_right,EX,403,198,green,annotator_2
88_right,EX,425,257,green,annotator_2
88_right,EX,411,259,green,annotator_2
88_right,EX,405,279,green,annotator_2
88_right,EX,400,288,green,annotator_2
88_right,EX,395,301,green,annotator_2
88_right,EX,392,325,green,annotator_2
88_right,EX,424,311,green,annotator_2
88_right,EX,398,339,green,annotator_2
88_right,MA,329,343,red,annotator_2
88_right,MA,337,347,red,annotator_2
88_right,MA,415,418,red,annotator_2
88_right,MA,480,178,red,annotator_2
88_right,MA,425,225,red,annotator_2
88_right,MA,433,216,red,annotator_2
88_right,MA,443,221,red,annotator_2
88_right,MA,434,234,red,annotator_2
88_right,EX,405,354,green,annotator_2
88_right,HE,428,279,blue,annotator_2
88_right,HE,420,286,blue,annotator_2
88_right,HE,430,289,blue,annotator_2
88_right,EX,440,271,green,annotator_2
88_right,SE,203,316,yellow,annotator_2
88_right,MA,353,115,red,annotator_2
88_right,MA,354,132,red,annotator_2
88_right,MA,274,139,red,annotator_2
88_right,MA,307,239,red,annotator_2
88_right,MA,318,235,red,annotator_2
88_right,MA,315,245,red,annotator_2
88_right,MA,386,258,red,annotator_2
88_right,MA,363,247,red,annotator_2
88_right,MA,308,178,red,annotator_2
88_right,MA,391,129,red,annotator_2
88_right,HE,417,117,blue,annotator_2
88_right,HE,403,133,blue,annotator_2
88_right,HE,418,133,blue,annotator_2
88_right,MA,433,304,red,annotator_2
88_right,MA,133,415,red,annotator_2
88_right,MA,143,417,red,annotator_2
88_right,HE,357,328,blue,annotator_2
88_right,MA,315,373,red,annotator_2
7244_right,SE,203,147,yellow,annotator_2
7244_right,MA,397,58,red,annotator_2
6990_right,EX,178,301,green,annotator_2
6990_right,EX,169,322,green,annotator_2
6990_right,EX,153,329,green,annotator_2
6990_right,EX,139,349,green,annotator_2
6990_right,EX,139,364,green,annotator_2
6990_right,EX,137,382,green,annotator_2
6990_right,EX,151,389,green,annotator_2
6990_right,EX,162,372,green,annotator_2
6990_right,EX,176,372,green,annotator_2
6990_right,EX,185,354,green,annotator_2
6990_right,EX,185,323,green,annotator_2
6990_right,EX,195,345,green,annotator_2
6990_right,EX,88,262,green,annotator_2
6990_right,EX,107,267,green,annotator_2
6990_right,EX,120,254,green,annotator_2
6990_right,MA,49,311,red,annotator_2
6990_right,MA,22,256,red,annotator_2
6990_right,MA,101,382,red,annotator_2
6990_right,MA,119,295,red,annotator_2
6990_right,MA,223,260,red,annotator_2
6990_right,MA,172,268,red,annotator_2
6990_right,MA,235,77,red,annotator_2
6990_right,EX,186,287,green,annotator_2
6990_right,EX,206,292,green,annotator_2
6990_right,EX,222,298,green,annotator_2
6446_right,SE,223,176,yellow,annotator_2
6446_right,SE,322,192,yellow,annotator_2
6446_right,SE,333,192,yellow,annotator_2
6446_right,SE,333,242,yellow,annotator_2
6446_right,HE,330,103,blue,annotator_2
6446_right,EX,216,277,green,annotator_2
6446_right,EX,152,243,green,annotator_2
6446_right,EX,121,208,green,annotator_2
6446_right,SE,135,272,yellow,annotator_2
6446_right,MA,106,287,red,annotator_2
6446_right,MA,164,161,red,annotator_2
6446_right,MA,393,92,red,annotator_2
6399_right,HE,403,352,blue,annotator_2
6399_right,EX,178,176,green,annotator_2
5753_right,EX,341,270,green,annotator_2
5753_right,EX,353,268,green,annotator_2
5753_right,EX,364,277,green,annotator_2
5753_right,EX,386,287,green,annotator_2
5753_right,EX,398,309,green,annotator_2
5753_right,EX,397,326,green,annotator_2
5753_right,EX,385,333,green,annotator_2
5753_right,EX,373,336,green,annotator_2
5753_right,EX,358,342,green,annotator_2
5753_right,EX,344,333,green,annotator_2
5753_right,EX,340,323,green,annotator_2
5753_right,EX,334,313,green,annotator_2
5753_right,EX,416,229,green,annotator_2
5753_right,EX,399,239,green,annotator_2
5753_right,EX,382,249,green,annotator_2
5753_right,EX,373,253,green,annotator_2
5753_right,EX,388,262,green,annotator_2
5753_right,EX,399,271,green,annotator_2
5753_right,EX,408,279,green,annotator_2
5753_right,EX,410,300,green,annotator_2
5753_right,EX,420,293,green,annotator_2
5753_right,EX,429,280,green,annotator_2
5753_right,EX,408,182,green,annotator_2
5753_right,EX,414,195,green,annotator_2
5753_right,EX,431,194,green,annotator_2
5753_right,EX,422,149,green,annotator_2
5753_right,EX,437,158,green,annotator_2
5753_right,EX,446,171,green,annotator_2
5753_right,EX,458,175,green,annotator_2
5753_right,EX,473,182,green,annotator_2
5753_right,EX,485,181,green,annotator_2
5753_right,EX,306,335,green,annotator_2
5753_right,EX,220,185,green,annotator_2
5753_right,EX,19,303,green,annotator_2
5753_right,EX,29,307,green,annotator_2
5753_right,EX,413,380,green,annotator_2
5753_right,EX,437,340,green,annotator_2
5753_right,EX,433,325,green,annotator_2
5753_right,EX,391,342,green,annotator_2
5753_right,EX,406,342,green,annotator_2
5753_right,EX,422,342,green,annotator_2
5753_right,EX,453,250,green,annotator_2
5753_right,EX,467,250,green,annotator_2
5753_right,EX,471,265,green,annotator_2
5753_right,EX,474,279,green,annotator_2
5753_right,EX,455,281,green,annotator_2
5753_right,EX,462,291,green,annotator_2
5753_right,EX,452,297,green,annotator_2
5753_right,EX,461,308,green,annotator_2
5753_right,EX,487,296,green,annotator_2
5753_right,EX,472,319,green,annotator_2
5753_right,EX,487,328,green,annotator_2
5753_right,EX,503,280,green,annotator_2
5753_right,HE,386,101,blue,annotator_2
5753_right,HE,389,127,blue,annotator_2
5753_right,HE,437,137,blue,annotator_2
5753_right,HE,461,137,blue,annotator_2
5753_right,HE,470,145,blue,annotator_2
5753_right,HE,471,156,blue,annotator_2
5753_right,HE,482,155,blue,annotator_2
5753_right,HE,474,195,blue,annotator_2
5753_right,HE,493,202,blue,annotator_2
5753_right,HE,458,197,blue,annotator_2
5753_right,HE,460,208,blue,annotator_2
5753_right,HE,418,173,blue,annotator_2
5753_right,HE,371,304,blue,annotator_2
5753_right,HE,361,310,blue,annotator_2
5753_right,HE,369,313,blue,annotator_2
5753_right,HE,380,371,blue,annotator_2
5753_right,HE,378,430,blue,annotator_2
5753_right,HE,388,429,blue,annotator_2
5753_right,HE,407,425,blue,annotator_2
5753_right,EX,398,426,green,annotator_2
5753_right,HE,106,397,blue,annotator_2
5753_right,HE,83,384,blue,annotator_2
5753_right,HE,68,407,blue,annotator_2
5753_right,HE,158,390,blue,annotator_2
5753_right,HE,283,351,blue,annotator_2
5753_right,MA,273,353,red,annotator_2
5753_right,MA,333,170,red,annotator_2
5753_right,MA,453,111,red,annotator_2
5753_right,MA,466,335,red,annotator_2
5753_right,HE,460,364,blue,annotator_2
5753_right,EX,440,365,green,annotator_2
5753_right,HE,408,362,blue,annotator_2
5753_right,MA,319,302,red,annotator_2
5753_right,HE,289,279,blue,annotator_2
5753_right,MA,392,226,red,annotator_2
5753_right,MA,290,221,red,annotator_2
5753_right,MA,375,186,red,annotator_2
5753_right,MA,224,318,red,annotator_2
5753_right,EX,348,234,green,annotator_2
5753_right,EX,28,195,green,annotator_2
5753_right,MA,417,401,red,annotator_2
4692_right,EX,328,101,green,annotator_2
4692_right,EX,309,227,green,annotator_2
4692_right,EX,303,237,green,annotator_2
4692_right,EX,306,252,green,annotator_2
461_left,EX,265,339,green,annotator_2
461_left,EX,274,351,green,annotator_2
461_left,EX,266,423,green,annotator_2
461_left,EX,270,434,green,annotator_2
461_left,EX,278,442,green,annotator_2
461_left,EX,291,438,green,annotator_2
461_left,EX,328,212,green,annotator_2
461_left,EX,338,202,green,annotator_2
461_left,EX,380,184,green,annotator_2
461_left,EX,387,173,green,annotator_2
461_left,EX,405,180,green,annotator_2
461_left,MA,196,311,red,annotator_2
461_left,MA,177,309,red,annotator_2
461_left,MA,183,287,red,annotator_2
461_left,MA,338,254,red,annotator_2
461_left,HE,285,332,blue,annotator_2
461_left,HE,270,367,blue,annotator_2
461_left,HE,257,374,blue,annotator_2
461_left,MA,330,390,red,annotator_2
461_left,MA,393,266,red,annotator_2
461_left,MA,403,262,red,annotator_2
461_left,MA,268,134,red,annotator_2
461_left,MA,262,199,red,annotator_2
461_left,MA,387,226,red,annotator_2
461_left,MA,349,194,red,annotator_2
41725_right,MA,204,198,red,annotator_2
37089_right,HE,206,86,blue,annotator_2
37089_right,HE,375,201,blue,annotator_2
37089_right,HE,392,225,blue,annotator_2
37089_right,EX,362,231,green,annotator_2
37089_right,EX,371,236,green,annotator_2
37089_right,EX,359,244,green,annotator_2
37089_right,EX,360,264,green,annotator_2
37089_right,MA,318,257,red,annotator_2
37089_right,MA,314,233,red,annotator_2
37089_right,HE,456,242,blue,annotator_2
37089_right,HE,422,149,blue,annotator_2
37089_right,MA,431,140,red,annotator_2
37089_right,SE,113,151,yellow,annotator_2
37089_right,SE,117,162,yellow,annotator_2
37089_right,SE,96,159,yellow,annotator_2
37089_right,HE,91,146,blue,annotator_2
37089_right,HE,120,422,blue,annotator_2
37089_right,MA,122,396,red,annotator_2
37089_right,SE,93,432,yellow,annotator_2
37017_left,EX,377,392,green,annotator_2
37017_left,EX,377,376,green,annotator_2
37017_left,EX,393,376,green,annotator_2
37017_left,EX,207,281,green,annotator_2
37017_left,EX,223,281,green,annotator_2
37017_left,EX,213,295,green,annotator_2
37017_left,EX,216,308,green,annotator_2
37017_left,EX,203,324,green,annotator_2
37017_left,EX,320,169,green,annotator_2
37017_left,EX,304,177,green,annotator_2
37017_left,EX,320,279,green,annotator_2
37017_left,EX,268,142,green,annotator_2
37017_left,EX,218,171,green,annotator_2
37017_left,HE,303,383,blue,annotator_2
37017_left,HE,315,379,blue,annotator_2
37017_left,MA,162,70,red,annotator_2
37017_left,MA,358,70,red,annotator_2
37017_left,MA,303,401,red,annotator_2
37017_left,MA,303,366,red,annotator_2
37017_left,MA,325,349,red,annotator_2
37017_left,MA,272,324,red,annotator_2
37017_left,MA,342,269,red,annotator_2
37017_left,MA,285,264,red,annotator_2
37017_left,MA,361,222,red,annotator_2
37017_left,HE,148,395,blue,annotator_2
37017_left,HE,113,378,blue,annotator_2
37017_left,HE,101,371,blue,annotator_2
37017_left,MA,196,341,red,annotator_2
37017_left,MA,213,356,red,annotator_2
37017_left,HE,356,316,blue,annotator_2
37017_left,HE,362,413,blue,annotator_2
37017_left,HE,348,406,blue,annotator_2
37017_left,HE,338,371,blue,annotator_2
37017_left,HE,335,385,blue,annotator_2
37017_left,HE,183,166,blue,annotator_2
37017_left,HE,189,149,blue,annotator_2
37017_left,HE,135,77,blue,annotator_2
37017_left,HE,132,121,blue,annotator_2
37017_left,HE,318,96,blue,annotator_2
37017_left,HE,226,152,blue,annotator_2
37017_left,HE,359,112,blue,annotator_2
37017_left,HE,372,121,blue,annotator_2
37017_left,HE,377,111,blue,annotator_2
37017_left,HE,373,140,blue,annotator_2
37017_left,HE,322,322,blue,annotator_2
36932_right,HE,270,386,blue,annotator_2
36932_right,HE,281,391,blue,annotator_2
36932_right,HE,292,396,blue,annotator_2
36932_right,HE,321,399,blue,annotator_2
368_left,MA,327,238,red,annotator_2
368_left,MA,432,213,red,annotator_2
33867_right,SE,468,200,yellow,annotator_2
33867_right,SE,481,198,yellow,annotator_2
33867_right,SE,481,208,yellow,annotator_2
33867_right,SE,321,171,yellow,annotator_2
33867_right,SE,306,154,yellow,annotator_2
33867_right,SE,306,171,yellow,annotator_2
33867_right,MA,233,199,red,annotator_2
33867_right,SE,260,500,yellow,annotator_2
33867_right,MA,211,88,red,annotator_2
32702_left,EX,411,106,green,annotator_2
29618_left,HE,273,296,blue,annotator_2
29618_left,EX,306,198,green,annotator_2
29618_left,EX,328,204,green,annotator_2
29618_left,MA,278,308,red,annotator_2
29422_left,MA,463,167,red,annotator_2
29133_right,MA,65,224,red,annotator_2
29133_right,MA,86,106,red,annotator_2
27168_left,EX,384,269,green,annotator_2
27168_left,EX,385,257,green,annotator_2
27168_left,EX,396,246,green,annotator_2
27168_left,EX,403,258,green,annotator_2
27168_left,MA,290,268,red,annotator_2
26878_right,SE,254,183,yellow,annotator_2
26878_right,HE,242,167,blue,annotator_2
26878_right,HE,254,172,blue,annotator_2
26878_right,HE,267,180,blue,annotator_2
26878_right,SE,159,83,yellow,annotator_2
26878_right,MA,101,420,red,annotator_2
26878_right,MA,106,412,red,annotator_2
26878_right,MA,492,269,red,annotator_2
26878_right,MA,380,63,red,annotator_2
26878_right,MA,52,167,red,annotator_2
26878_right,MA,67,190,red,annotator_2
26878_right,MA,210,218,red,annotator_2
26878_right,MA,228,186,red,annotator_2
26878_right,MA,206,359,red,annotator_2
26674_right,HE,230,363,blue,annotator_2
26674_right,SE,231,373,yellow,annotator_2
26674_right,SE,251,358,yellow,annotator_2
26674_right,MA,267,378,red,annotator_2
26127_right,MA,265,370,red,annotator_2
26127_right,MA,134,346,red,annotator_2
26127_right,EX,203,189,green,annotator_2
21982_left,MA,157,294,red,annotator_2
21982_left,MA,86,166,red,annotator_2
21982_left,MA,74,114,red,annotator_2
21982_left,MA,88,87,red,annotator_2
21982_left,MA,83,409,red,annotator_2
21982_left,MA,108,427,red,annotator_2
21025_right,EX,338,241,green,annotator_2
20995_left,EX,349,268,green,annotator_2
20802_left,MA,64,214,red,annotator_2
20802_left,MA,85,211,red,annotator_2
20802_left,MA,98,144,red,annotator_2
20487_left,MA,228,259,red,annotator_2
17415_right,EX,338,227,green,annotator_2
17415_right,EX,345,271,green,annotator_2
17415_right,EX,359,254,green,annotator_2
17415_right,EX,371,269,green,annotator_2
17415_right,EX,382,277,green,annotator_2
17415_right,EX,390,285,green,annotator_2
17415_right,EX,406,291,green,annotator_2
17415_right,EX,390,312,green,annotator_2
17415_right,EX,405,271,green,annotator_2
17415_right,EX,385,261,green,annotator_2
17415_right,MA,188,417,red,annotator_2
17415_right,MA,198,419,red,annotator_2
17415_right,MA,76,263,red,annotator_2
17415_right,MA,63,257,red,annotator_2
17415_right,MA,67,216,red,annotator_2
17415_right,MA,89,213,red,annotator_2
17415_right,MA,274,194,red,annotator_2
17415_right,MA,309,61,red,annotator_2
17415_right,MA,312,70,red,annotator_2
17415_right,MA,452,143,red,annotator_2
17415_right,EX,395,334,green,annotator_2
17415_right,MA,418,365,red,annotator_2
16793_right,HE,328,199,blue,annotator_2
16793_right,HE,343,201,blue,annotator_2
16793_right,HE,353,199,blue,annotator_2
16793_right,HE,368,200,blue,annotator_2
16793_right,HE,393,269,blue,annotator_2
16793_right,MA,289,381,red,annotator_2
16793_right,MA,329,265,red,annotator_2
16793_right,MA,351,294,red,annotator_2
16793_right,MA,143,244,red,annotator_2
16793_right,MA,347,255,red,annotator_2
16793_right,MA,393,302,red,annotator_2
16793_right,HE,312,316,blue,annotator_2
16793_right,HE,384,195,blue,annotator_2
16793_right,HE,360,174,blue,annotator_2
16793_right,MA,341,146,red,annotator_2
16793_right,MA,343,158,red,annotator_2
16793_right,MA,377,133,red,annotator_2
16793_right,MA,392,254,red,annotator_2
16793_right,MA,411,230,red,annotator_2
16793_right,MA,411,239,red,annotator_2
16793_right,MA,413,250,red,annotator_2
16793_right,MA,420,260,red,annotator_2
16793_right,MA,420,214,red,annotator_2
16793_right,MA,430,217,red,annotator_2
16793_right,MA,429,228,red,annotator_2
16793_right,HE,360,186,blue,annotator_2
16793_right,EX,302,373,green,annotator_2
16793_right,HE,370,211,blue,annotator_2
13764_right,MA,307,170,red,annotator_2
13764_right,MA,320,162,red,annotator_2
13764_right,MA,453,356,red,annotator_2
13764_right,MA,124,83,red,annotator_2
10761_left,MA,238,91,red,annotator_2
10761_left,MA,459,287,red,annotator_2
9432_right,MA,214,200,red,annotator_3
9432_right,MA,136,61,red,annotator_3
9432_right,MA,113,453,red,annotator_3
7912_left,HE,256,45,blue,annotator_3
5408_left,EX,120,331,green,annotator_3
5408_left,EX,110,337,green,annotator_3
5408_left,EX,111,346,green,annotator_3
5408_left,EX,106,366,green,annotator_3
5408_left,EX,120,353,green,annotator_3
5408_left,EX,96,365,green,annotator_3
5408_left,EX,79,361,green,annotator_3
5408_left,EX,84,354,green,annotator_3
5408_left,EX,112,357,green,annotator_3
5408_left,EX,176,99,green,annotator_3
5408_left,EX,170,106,green,annotator_3
